"","landCoverCode","sqKm2000","sqKmLost","sqKmGained","netChange","area2016","percentChange","landCoverName","landCoverNameSp","landCoverCategory","sqKm2000inPA","sqKmLostInPA","sqKmGainedInPA","netChangeInPA","area2016InPA","percentChangeInPA","percentLCInPA","landCoverCategorySp","sqKmBurned","percentLossToBurn"
"17","35",102.0745499,9.52746093826283,0.14461358600769,-9.38284735225514,92.6917025477449,-10.1226399929617,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",22.4114095140467,1.57101163686111,0.0120109674621582,-1.55900066939895,20.8524088446477,-7.47635767653341,21.9559229367189,"Escasa vegetacion",0.711431673395612,7.46716966887224
"18","37",756.7591098,97.0318908630503,2.66771883447155,-94.3641720285787,662.394937771421,-14.2459077881935,"Cultivated land","Cultivos intensivos","Cultivated",83.5004719588092,6.13662115473851,0.0618662536629902,-6.07475490107552,77.4257170577337,-7.84591364720044,11.0339566286658,"Cultivos",3.94581240277093,4.06651088387013
"19","38",496.1434722,69.0520737991132,4.25757932539548,-64.7944944737177,431.348977726282,-15.0213627061923,"Sugar cane","Caña","Cultivated",16.7466203877043,3.40813050577554,0.0577613263160927,-3.35036917945945,13.3962512082449,-25.0097518132343,3.37535840458535,"Cultivos",9.06117066941157,13.1222281546133
"20","39",286.3125962,31.1403303026661,1.47154999693585,-29.6687803057303,256.64381589427,-11.5602942554256,"Rice","Arroz","Cultivated",16.2268417974639,0.441886948717926,0.00721452736901377,-0.434672421348913,15.792169376115,-2.75245541633018,5.66752633758693,"Cultivos",1.44351397991943,4.63551274469252
"21","40",626.1544704,98.5898219280034,3.40741705558046,-95.1824048724229,530.972065527577,-17.9260663699604,"Pasture","Pasto","Cultivated",17.8619615835484,1.98173497540107,0.119121061363253,-1.86261391403782,15.9993476695106,-11.6418116070278,2.85264458339454,"Cultivos",1.57862644589676,1.60120630611299
"22","51",33.87367368,13.1824829419556,3.39530039991029,-9.78718254204535,24.0864911379547,-40.6334923837165,"African palm","Palma Africana","Cultivated",1.85622769559996,1.53463697830388,0.0753002946408452,-1.45933668366303,0.396891011936927,-367.692046373412,5.47985350846646,"Cultivos",0.00169228051757812,0.0128373427451375
"23","52",232.5602946,21.5413248308632,0.174408307316284,-21.3669165235469,211.193378076453,-10.1172284463446,"Coco Palm","Palma de Coco","Cultivated",35.7213979711719,2.2005322130103,0.0231464792098101,-2.17738573380049,33.5440122373714,-6.49113087126372,15.3600587893183,"Cultivos",0.35230834079159,1.63549987550822
"24","53",2382.538849,179.698109745392,1.97431928862549,-177.723790456766,2204.81505854323,-8.0607119299245,"Coffee and Cacao","Café y Cacao","Cultivated",299.116651670722,19.3309139401393,0.147657263676475,-19.1832566764628,279.933394994259,-6.85279320706136,12.5545340759613,"Cultivos",2.31912327135728,1.29056631404925
"25","59",4091.523104,464.589146581407,8.98096681234819,-455.608179769059,3635.91492423094,-12.5307711886418,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",1015.68887563188,92.4742636400631,1.06426818764753,-91.4099954524155,924.278880179464,-9.88987170567683,24.8242243735325,"Cultivos",22.4569419666918,4.83372074701639
"26","65",17.54724807,0.768306874429685,0.00727781623329312,-0.761029058196392,16.7862190118036,-4.53365381245925,"Lake","Lagunos o lagos","Unvegetated",8.14985422563305,0.177921795327443,0.000821106420898437,-0.177100688906544,7.9727535367265,-2.22132401422834,46.4451986609035,"Escasa vegetacion",0.0829547206380208,10.79708166084
"27","72",12.93108675,1.24741805856409,0.0285011799633789,-1.21891687860072,11.7121698713993,-10.4072677563982,"Populated areas","Areas pobladas","Unvegetated",0.912400749139315,0.0281547634149313,0,-0.0281547634149313,0.884245985724384,-3.18404198260134,7.05587060684838,"Escasa vegetacion",0.00254694934082031,0.204177687130177
