"","landCoverCode","sqKmLost","year","landCoverName","landCoverNameSp","landCoverCategory","sqKmBurned","sqKmLossNonFire"
"244","1",4.77072594632576,2010,"Dense conifer forest","Bosque conifero denso","Forest",0.118144562509813,4.65258138381595
"245","2",2.61929658540967,2010,"Open conifer forest","Bosque conifero abierto","Forest",0.378300330995089,2.24099625441458
"246","4",2.74390267881691,2010,"Wet broadleaf forest","Bosque latifoliado nublado","Forest",0.339617518639419,2.40428516017749
"247","6",11.0890321966994,2010,"Moist broadleaf forest","Bosque latifoliado humedo","Forest",0.0602123727416992,11.0288198239577
"248","8",8.66707514869957,2010,"Semi-moist broadleaf forest","Bosque latifoliado semi-humedo","Forest",0.112637541992187,8.55443760670738
"249","9",12.3632993069266,2010,"Dry forest","Bosque seco","Forest",0.00508525628662109,12.35821405064
"250","12",0.00909862337646484,2010,"Temporarily flooded forested brackish wetlands","Bosque humedales salobres temporalmente inundado","Wetland",0,0.00909862337646484
"251","13",0.0657247759997559,2010,"Permanently flooded forested brackish wetlands","Bosque humedales salobres permanentemente inundado","Wetland",0,0.0657247759997559
"252","14",0.037568694208374,2010,"Forested freshwater wetlands","Bosque humedales de agua dulce","Wetland",0,0.037568694208374
"253","16",12.1932988637058,2010,"Broadleaf matorral","Matorral latifoliado","Shrubland",0.073467173883655,12.1198316898221
"254","20",6.50366478982309,2010,"Dry matorral","Matorral seco","Shrubland",0.0160472968139648,6.48761749300913
"255","21",0.00450076895019531,2010,"Brackish wetland matorral","Matorral de humedales salobres","Shrubland",0,0.00450076895019531
"256","24",0,2010,"Grassy brackish wetlands","Sabana de humedales salobres","Wetland",0,0
"257","26",0.00594971707763672,2010,"Grassy freshwater marsh","Sabana humedales de agua aulce","Wetland",0,0.00594971707763672
"258","27",0.0563354144012451,2010,"Sabana de pajon","Sabana de pajon","Grassland",0.00931816204833984,0.0470172523529053
"259","33",0.0141006669567871,2010,"Cattail marsh","Eneal","Wetland",0,0.0141006669567871
"260","35",0.708483112364878,2010,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",0.000847688598632812,0.707635423766245
"261","37",5.99592699241571,2010,"Cultivated land","Cultivos intensivos","Cultivated",0.000847133422851562,5.99507985899286
"262","38",6.90440756744315,2010,"Sugar cane","Caña","Cultivated",0.108575304443359,6.79583226299979
"263","39",1.6390556299128,2010,"Rice","Arroz","Cultivated",0,1.6390556299128
"264","40",5.94247901160162,2010,"Pasture","Pasto","Cultivated",0.00254571270751953,5.9399332988941
"265","51",2.18477014335021,2010,"African palm","Palma Africana","Cultivated",0,2.18477014335021
"266","52",0.973307228717651,2010,"Coco Palm","Palma de Coco","Cultivated",0,0.973307228717651
"267","53",11.5647307397183,2010,"Coffee and Cacao","Café y Cacao","Cultivated",0.0211696016235352,11.5435611380948
"268","59",25.147427225199,2010,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",0.329379723561485,24.8180475016375
"269","65",0.0527703781168141,2010,"Lake","Lagunos o lagos","Unvegetated",0,0.0527703781168141
"270","72",0.0806741632189941,2010,"Populated areas","Areas pobladas","Unvegetated",0,0.0806741632189941
"271","1",4.63250799987713,2011,"Dense conifer forest","Bosque conifero denso","Forest",0.0710934974365234,4.56141450244061
"272","2",1.92346512069763,2011,"Open conifer forest","Bosque conifero abierto","Forest",0.0694136832275391,1.85405143747009
"273","4",1.71279152015423,2011,"Wet broadleaf forest","Bosque latifoliado nublado","Forest",0.0287806103515625,1.68401090980267
"274","6",9.84646018601436,2011,"Moist broadleaf forest","Bosque latifoliado humedo","Forest",0.0747214541625977,9.77173873185176
"275","8",11.069954329884,2011,"Semi-moist broadleaf forest","Bosque latifoliado semi-humedo","Forest",0.0365282834472656,11.0334260464367
"276","9",11.3014059962467,2011,"Dry forest","Bosque seco","Forest",0.0500205364379883,11.2513854598087
"277","12",0.0217694143615723,2011,"Temporarily flooded forested brackish wetlands","Bosque humedales salobres temporalmente inundado","Wetland",0,0.0217694143615723
"278","13",0.0996049482354736,2011,"Permanently flooded forested brackish wetlands","Bosque humedales salobres permanentemente inundado","Wetland",0,0.0996049482354736
"279","14",0.0938000305249024,2011,"Forested freshwater wetlands","Bosque humedales de agua dulce","Wetland",0,0.0938000305249024
"280","16",9.9821220863578,2011,"Broadleaf matorral","Matorral latifoliado","Shrubland",0.0805833385620117,9.90153874779579
"281","20",6.51735541249395,2011,"Dry matorral","Matorral seco","Shrubland",0.0160835681152344,6.50127184437872
"282","21",0.00325088018615723,2011,"Brackish wetland matorral","Matorral de humedales salobres","Shrubland",0,0.00325088018615723
"283","24",0,2011,"Grassy brackish wetlands","Sabana de humedales salobres","Wetland",0,0
"284","26",0.015232945947876,2011,"Grassy freshwater marsh","Sabana humedales de agua aulce","Wetland",0,0.015232945947876
"285","27",0.0579585776595531,2011,"Sabana de pajon","Sabana de pajon","Grassland",0.000847601379394531,0.0571109762801586
"286","33",0.0263131708203125,2011,"Cattail marsh","Eneal","Wetland",0,0.0263131708203125
"287","35",0.736557360941565,2011,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",0.00338367810058594,0.733173682840979
"288","37",4.94841802154446,2011,"Cultivated land","Cultivos intensivos","Cultivated",0.0067884814453125,4.94162954009915
"289","38",3.27447594072772,2011,"Sugar cane","Caña","Cultivated",0.128155308898926,3.14632063182879
"290","39",2.03008077644357,2011,"Rice","Arroz","Cultivated",0.00758634954833984,2.02249442689523
"291","40",6.82068973087974,2011,"Pasture","Pasto","Cultivated",0.0373548897094727,6.78333484117027
"292","51",0.294626594696045,2011,"African palm","Palma Africana","Cultivated",0,0.294626594696045
"293","52",1.50098333646555,2011,"Coco Palm","Palma de Coco","Cultivated",0,1.50098333646555
"294","53",10.5949650790285,2011,"Coffee and Cacao","Café y Cacao","Cultivated",0.00761622052001953,10.5873488585085
"295","59",24.4481712004089,2011,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",0.162801778985955,24.2853694214229
"296","65",0.0229398788781738,2011,"Lake","Lagunos o lagos","Unvegetated",0,0.0229398788781738
"297","72",0.0874155886193848,2011,"Populated areas","Areas pobladas","Unvegetated",0,0.0874155886193848
"298","1",8.13107389711518,2012,"Dense conifer forest","Bosque conifero denso","Forest",0.0482601828613281,8.08281371425385
"299","2",2.78225216977244,2012,"Open conifer forest","Bosque conifero abierto","Forest",0.0313346002807617,2.75091756949168
"300","4",5.47710858834717,2012,"Wet broadleaf forest","Bosque latifoliado nublado","Forest",0.21167630267334,5.26543228567383
"301","6",14.8281287403683,2012,"Moist broadleaf forest","Bosque latifoliado humedo","Forest",0.011026546081543,14.8171021942868
"302","8",15.4863542465657,2012,"Semi-moist broadleaf forest","Bosque latifoliado semi-humedo","Forest",0.0152331813964844,15.4711210651692
"303","9",20.3492103912784,2012,"Dry forest","Bosque seco","Forest",0.0475115703735352,20.3016988209049
"304","12",0.0145822979931641,2012,"Temporarily flooded forested brackish wetlands","Bosque humedales salobres temporalmente inundado","Wetland",0,0.0145822979931641
"305","13",0.0658839747198486,2012,"Permanently flooded forested brackish wetlands","Bosque humedales salobres permanentemente inundado","Wetland",0,0.0658839747198486
"306","14",0.0349575896386719,2012,"Forested freshwater wetlands","Bosque humedales de agua dulce","Wetland",0,0.0349575896386719
"307","16",10.7302993132841,2012,"Broadleaf matorral","Matorral latifoliado","Shrubland",0.0270989489746094,10.7032003643095
"308","20",9.32387691560666,2012,"Dry matorral","Matorral seco","Shrubland",0.00169347314453125,9.32218344246213
"309","21",0.0122015101794434,2012,"Brackish wetland matorral","Matorral de humedales salobres","Shrubland",0,0.0122015101794434
"310","24",0.00158947156738281,2012,"Grassy brackish wetlands","Sabana de humedales salobres","Wetland",0,0.00158947156738281
"311","26",0.00500907616577148,2012,"Grassy freshwater marsh","Sabana humedales de agua aulce","Wetland",0,0.00500907616577148
"312","27",0.0862834625231934,2012,"Sabana de pajon","Sabana de pajon","Grassland",0,0.0862834625231934
"313","33",0.00404423992797852,2012,"Cattail marsh","Eneal","Wetland",0,0.00404423992797852
"314","35",0.781758239741685,2012,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",0,0.781758239741685
"315","37",6.93247057483734,2012,"Cultivated land","Cultivos intensivos","Cultivated",0.000848573608398437,6.93162200122894
"316","38",5.71756142873738,2012,"Sugar cane","Caña","Cultivated",0.0144294401855469,5.70313198855183
"317","39",1.43286534841885,2012,"Rice","Arroz","Cultivated",0,1.43286534841885
"318","40",5.63252901100237,2012,"Pasture","Pasto","Cultivated",0.000849043579101562,5.63167996742327
"319","51",0.3575004734021,2012,"African palm","Palma Africana","Cultivated",0,0.3575004734021
"320","52",1.33700365715501,2012,"Coco Palm","Palma de Coco","Cultivated",0,1.33700365715501
"321","53",13.8423982938924,2012,"Coffee and Cacao","Café y Cacao","Cultivated",0.00593095733642578,13.836467336556
"322","59",33.965004451118,2012,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",0.0592554072265625,33.9057490438914
"323","65",0.0445213022753906,2012,"Lake","Lagunos o lagos","Unvegetated",0,0.0445213022753906
"324","72",0.069469875256958,2012,"Populated areas","Areas pobladas","Unvegetated",0,0.069469875256958
"325","1",2.30165095109852,2013,"Dense conifer forest","Bosque conifero denso","Forest",0.0663419407348633,2.23530901036366
"326","2",10.5427272840697,2013,"Open conifer forest","Bosque conifero abierto","Forest",5.64300099261474,4.89972629145496
"327","4",1.8483946492434,2013,"Wet broadleaf forest","Bosque latifoliado nublado","Forest",0.238170924072266,1.61022372517113
"328","6",6.84129149869445,2013,"Moist broadleaf forest","Bosque latifoliado humedo","Forest",0.238189725524902,6.60310177316955
"329","8",6.58309345964586,2013,"Semi-moist broadleaf forest","Bosque latifoliado semi-humedo","Forest",0.0748490556030273,6.50824440404283
"330","9",12.4345677327046,2013,"Dry forest","Bosque seco","Forest",1.17978727514649,11.2547804575581
"331","12",0.013792191776123,2013,"Temporarily flooded forested brackish wetlands","Bosque humedales salobres temporalmente inundado","Wetland",0,0.013792191776123
"332","13",0.0401610658728027,2013,"Permanently flooded forested brackish wetlands","Bosque humedales salobres permanentemente inundado","Wetland",0,0.0401610658728027
"333","14",0.0451076815740967,2013,"Forested freshwater wetlands","Bosque humedales de agua dulce","Wetland",0,0.0451076815740967
"334","16",10.4092246696963,2013,"Broadleaf matorral","Matorral latifoliado","Shrubland",0.00169827838134766,10.407526391315
"335","20",9.00088870600742,2013,"Dry matorral","Matorral seco","Shrubland",1.73815188787842,7.262736818129
"336","21",0.00510236844055176,2013,"Brackish wetland matorral","Matorral de humedales salobres","Shrubland",0,0.00510236844055176
"337","24",0.00534828042724609,2013,"Grassy brackish wetlands","Sabana de humedales salobres","Wetland",0,0.00534828042724609
"338","26",0.00927420182250976,2013,"Grassy freshwater marsh","Sabana humedales de agua aulce","Wetland",0,0.00927420182250976
"339","27",0.0224722879864502,2013,"Sabana de pajon","Sabana de pajon","Grassland",0.0135931448364258,0.00887914315002442
"340","33",0.00481955749755859,2013,"Cattail marsh","Eneal","Wetland",0,0.00481955749755859
"341","35",0.872384844941636,2013,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",0.281908198913574,0.590476646028062
"342","37",5.76909553149093,2013,"Cultivated land","Cultivos intensivos","Cultivated",1.73863096612549,4.03046456536544
"343","38",5.29182570331215,2013,"Sugar cane","Caña","Cultivated",0.0381767702636719,5.25364893304848
"344","39",0.535984577067261,2013,"Rice","Arroz","Cultivated",0,0.535984577067261
"345","40",5.43855456670387,2013,"Pasture","Pasto","Cultivated",0.00679152935791016,5.43176303734596
"346","51",0.0224819538433838,2013,"African palm","Palma Africana","Cultivated",0,0.0224819538433838
"347","52",0.528377573405151,2013,"Coco Palm","Palma de Coco","Cultivated",0,0.528377573405151
"348","53",5.54702489705238,2013,"Coffee and Cacao","Café y Cacao","Cultivated",0.00254603338623047,5.54447886366615
"349","59",19.3422333913469,2013,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",0.440087048889161,18.9021463424577
"350","65",0.0200879198716227,2013,"Lake","Lagunos o lagos","Unvegetated",0,0.0200879198716227
"351","72",0.0103634327038574,2013,"Populated areas","Areas pobladas","Unvegetated",0,0.0103634327038574
"352","1",8.73153380769989,2014,"Dense conifer forest","Bosque conifero denso","Forest",7.52539567388978,1.20613813381011
"353","2",4.41796133075487,2014,"Open conifer forest","Bosque conifero abierto","Forest",1.70778337134795,2.71017795940692
"354","4",1.0961798654043,2014,"Wet broadleaf forest","Bosque latifoliado nublado","Forest",0.139874845275879,0.956305020128421
"355","6",8.86064730079443,2014,"Moist broadleaf forest","Bosque latifoliado humedo","Forest",0.00935361956787109,8.85129368122656
"356","8",7.55916148862474,2014,"Semi-moist broadleaf forest","Bosque latifoliado semi-humedo","Forest",0.0076571923828125,7.55150429624193
"357","9",10.0763140804848,2014,"Dry forest","Bosque seco","Forest",0.0016930029296875,10.0746210775551
"358","12",0.00846566016418457,2014,"Temporarily flooded forested brackish wetlands","Bosque humedales salobres temporalmente inundado","Wetland",0,0.00846566016418457
"359","13",0.0449602105883789,2014,"Permanently flooded forested brackish wetlands","Bosque humedales salobres permanentemente inundado","Wetland",0,0.0449602105883789
"360","14",0.102399948642578,2014,"Forested freshwater wetlands","Bosque humedales de agua dulce","Wetland",0,0.102399948642578
"361","16",12.9197970987706,2014,"Broadleaf matorral","Matorral latifoliado","Shrubland",0.0144240727539063,12.9053730260167
"362","20",6.12512548127848,2014,"Dry matorral","Matorral seco","Shrubland",0,6.12512548127848
"363","21",0.0147734836425781,2014,"Brackish wetland matorral","Matorral de humedales salobres","Shrubland",0,0.0147734836425781
"364","24",0.00332212112487793,2014,"Grassy brackish wetlands","Sabana de humedales salobres","Wetland",0,0.00332212112487793
"365","26",0.00753821282348633,2014,"Grassy freshwater marsh","Sabana humedales de agua aulce","Wetland",0,0.00753821282348633
"366","27",0.546874047236496,2014,"Sabana de pajon","Sabana de pajon","Grassland",0.66594773724437,-0.119073690007874
"367","33",0.00245184397216797,2014,"Cattail marsh","Eneal","Wetland",0,0.00245184397216797
"368","35",0.669546907006779,2014,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",0.00932652044677734,0.660220386560002
"369","37",8.12480331130875,2014,"Cultivated land","Cultivos intensivos","Cultivated",0.105968865356445,8.0188344459523
"370","38",5.25409337714072,2014,"Sugar cane","Caña","Cultivated",0.0754694334716797,5.17862394366904
"371","39",0.863551175906625,2014,"Rice","Arroz","Cultivated",0.0016909130859375,0.861860262820688
"372","40",5.71873024080404,2014,"Pasture","Pasto","Cultivated",0.0127187398681641,5.70601150093588
"373","51",0.0241252404943848,2014,"African palm","Palma Africana","Cultivated",0,0.0241252404943848
"374","52",0.848624747304687,2014,"Coco Palm","Palma de Coco","Cultivated",0,0.848624747304687
"375","53",8.61245100191642,2014,"Coffee and Cacao","Café y Cacao","Cultivated",0.000847054992675781,8.61160394692375
"376","59",24.1823626069359,2014,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",0.0344606763916016,24.1479019305443
"377","65",0.0464597366486912,2014,"Lake","Lagunos o lagos","Unvegetated",0.00169726104736328,0.0447624756013279
"378","72",0.0393969905950928,2014,"Populated areas","Areas pobladas","Unvegetated",0,0.0393969905950928
"379","1",7.32801459790844,2015,"Dense conifer forest","Bosque conifero denso","Forest",2.68643550777612,4.64157909013232
"380","2",5.28638914976697,2015,"Open conifer forest","Bosque conifero abierto","Forest",2.81074735082194,2.47564179894503
"381","4",4.12484532522562,2015,"Wet broadleaf forest","Bosque latifoliado nublado","Forest",1.68857223960128,2.43627308562434
"382","6",16.7054851885346,2015,"Moist broadleaf forest","Bosque latifoliado humedo","Forest",2.0725262318874,14.6329589566472
"383","8",10.7563288917593,2015,"Semi-moist broadleaf forest","Bosque latifoliado semi-humedo","Forest",0.405808229370117,10.3505206623892
"384","9",13.2899002138323,2015,"Dry forest","Bosque seco","Forest",0.189845308508301,13.100054905324
"385","12",0.0149228987768555,2015,"Temporarily flooded forested brackish wetlands","Bosque humedales salobres temporalmente inundado","Wetland",0,0.0149228987768555
"386","13",0.216911327217407,2015,"Permanently flooded forested brackish wetlands","Bosque humedales salobres permanentemente inundado","Wetland",0.0727558308105468,0.14415549640686
"387","14",0.217976567213745,2015,"Forested freshwater wetlands","Bosque humedales de agua dulce","Wetland",0,0.217976567213745
"388","16",13.9824092794582,2015,"Broadleaf matorral","Matorral latifoliado","Shrubland",0.912163870605468,13.0702454088527
"389","20",4.58005625984444,2015,"Dry matorral","Matorral seco","Shrubland",0.00423382012939453,4.57582243971505
"390","21",0.0175542055051078,2015,"Brackish wetland matorral","Matorral de humedales salobres","Shrubland",0,0.0175542055051078
"391","24",0.0169908309881592,2015,"Grassy brackish wetlands","Sabana de humedales salobres","Wetland",0.00422990808105469,0.0127609229071045
"392","26",0.00999063187133789,2015,"Grassy freshwater marsh","Sabana humedales de agua aulce","Wetland",0,0.00999063187133789
"393","27",0.206307728544826,2015,"Sabana de pajon","Sabana de pajon","Grassland",0.076400282409668,0.129907446135158
"394","33",0.00524836427429199,2015,"Cattail marsh","Eneal","Wetland",0.000846126159667969,0.00440223811462402
"395","35",0.466974335896607,2015,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",0.0186541284179687,0.448320207478638
"396","37",5.61400968572826,2015,"Cultivated land","Cultivos intensivos","Cultivated",0.184800114074707,5.42920957165355
"397","38",4.5459188669225,2015,"Sugar cane","Caña","Cultivated",0.00169555285644531,4.54422331406605
"398","39",1.19431075805789,2015,"Rice","Arroz","Cultivated",0.00337538940429687,1.19093536865359
"399","40",3.24409902688244,2015,"Pasture","Pasto","Cultivated",0.062790116394043,3.1813089104884
"400","51",0.0552234143829346,2015,"African palm","Palma Africana","Cultivated",0,0.0552234143829346
"401","52",1.4335935426593,2015,"Coco Palm","Palma de Coco","Cultivated",0.0954877910766602,1.33810575158264
"402","53",7.55942869762698,2015,"Coffee and Cacao","Café y Cacao","Cultivated",0.38094214831543,7.17848654931155
"403","59",27.6031016510693,2015,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",2.72375962702685,24.8793420240425
"404","65",0.0201775247369385,2015,"Lake","Lagunos o lagos","Unvegetated",0,0.0201775247369385
"405","72",0.0995201789398193,2015,"Populated areas","Areas pobladas","Unvegetated",0,0.0995201789398193
"406","1",17.5436557102711,2016,"Dense conifer forest","Bosque conifero denso","Forest",0,17.5436557102711
"407","2",7.9176945283595,2016,"Open conifer forest","Bosque conifero abierto","Forest",0.000847101501464844,7.91684742685803
"408","4",8.53087974670251,2016,"Wet broadleaf forest","Bosque latifoliado nublado","Forest",0,8.53087974670251
"409","6",31.8590771077598,2016,"Moist broadleaf forest","Bosque latifoliado humedo","Forest",0,31.8590771077598
"410","8",13.7496296584589,2016,"Semi-moist broadleaf forest","Bosque latifoliado semi-humedo","Forest",0,13.7496296584589
"411","9",11.3533763512388,2016,"Dry forest","Bosque seco","Forest",0.00681286077880859,11.34656349046
"412","12",0.0436397184729004,2016,"Temporarily flooded forested brackish wetlands","Bosque humedales salobres temporalmente inundado","Wetland",0,0.0436397184729004
"413","13",1.65511558514277,2016,"Permanently flooded forested brackish wetlands","Bosque humedales salobres permanentemente inundado","Wetland",0,1.65511558514277
"414","14",0.197827104772949,2016,"Forested freshwater wetlands","Bosque humedales de agua dulce","Wetland",0,0.197827104772949
"415","16",22.8400496329674,2016,"Broadleaf matorral","Matorral latifoliado","Shrubland",0,22.8400496329674
"416","20",4.159342119966,2016,"Dry matorral","Matorral seco","Shrubland",0.00170321899414062,4.15763890097186
"417","21",0.0761967590085665,2016,"Brackish wetland matorral","Matorral de humedales salobres","Shrubland",0,0.0761967590085665
"418","24",0.00397428305236816,2016,"Grassy brackish wetlands","Sabana de humedales salobres","Wetland",0,0.00397428305236816
"419","26",0.0280748026708984,2016,"Grassy freshwater marsh","Sabana humedales de agua aulce","Wetland",0,0.0280748026708984
"420","27",0.218224757406544,2016,"Sabana de pajon","Sabana de pajon","Grassland",0,0.218224757406544
"421","33",0.0164752805059814,2016,"Cattail marsh","Eneal","Wetland",0,0.0164752805059814
"422","35",0.64074577510315,2016,"Unvegetated or eroded areas","Escasa vegetación o area erosionada","Unvegetated",0,0.64074577510315
"423","37",5.59564231227524,2016,"Cultivated land","Cultivos intensivos","Cultivated",0,5.59564231227524
"424","38",7.08843508567449,2016,"Sugar cane","Caña","Cultivated",0.0814132678833008,7.00702181779119
"425","39",1.5485278900897,2016,"Rice","Arroz","Cultivated",0.0843335369262696,1.46419435316343
"426","40",8.84725717455486,2016,"Pasture","Pasto","Cultivated",0,8.84725717455486
"427","51",0.16255564189209,2016,"African palm","Palma Africana","Cultivated",0,0.16255564189209
"428","52",3.02232775709468,2016,"Coco Palm","Palma de Coco","Cultivated",0,3.02232775709468
"429","53",19.2784963377805,2016,"Coffee and Cacao","Café y Cacao","Cultivated",0,19.2784963377805
"430","59",50.9907787445481,2016,"Subsistence agriculture or pasture","Agricultura de Subsistencia y Pasto","Cultivated",0.00681287219238281,50.9839658723557
"431","65",0.067902308548584,2016,"Lake","Lagunos o lagos","Unvegetated",0,0.067902308548584
"432","72",0.105121401021729,2016,"Populated areas","Areas pobladas","Unvegetated",0,0.105121401021729
